price,link,number_of_rooms,area,floor,district,address
1200000,https://krisha.kz/a/show/698295340,4,160.0,20,Есильский р-н, Достык 1/1
1200000,https://krisha.kz/a/show/697774135,4,230.0,10,Есильский р-н, Е-10 17Н
1200000,https://krisha.kz/a/show/691239782,3,100.0,8,Есильский р-н, Достык 1/2
1200000,https://krisha.kz/a/show/762052054,4,130.0,6,Есильский р-н, Мангилик Ел 35 стр
1200000,https://krisha.kz/a/show/29810907,5,220.0,14,Алматы р-н, Ахмета Байтурсынова 9блокF3 — проспект Тауелсиздик
1200000,https://krisha.kz/a/show/675568195,4,160.0,13,Есильский р-н, Туран 37/9
1200000,https://krisha.kz/a/show/1000100086,6,500.0,14,Сарыарка р-н, Женис 1
1200000,https://krisha.kz/a/show/691409235,4,160.0,13,Нура р-н, Туран 37/9 — Хан-Шатыр
1200000,https://krisha.kz/a/show/699360117,3,140.0,6,Есильский р-н, Тумар Ханым 20
1200000,https://krisha.kz/a/show/693771012,5,230.0,17,Есильский р-н, Кабанбай батыра 5
1200000,https://krisha.kz/a/show/697023398,4,140.0,5,Есильский р-н, Туран 5
1200000,https://krisha.kz/a/show/696609320,4,156.0,6,Нура р-н, Туран
1200000,https://krisha.kz/a/show/698906790,3,100.0,14,Есильский р-н, Сарайшык 34а
1200000,https://krisha.kz/a/show/692532088,3,160.0,5,Алматы р-н, Шарль Де голя 7 — Амман
1200000,https://krisha.kz/a/show/761751938,5,175.0,5,Есильский р-н, Гейдара Алиева 1
1200000,https://krisha.kz/a/show/684749849,4,127.0,9,Есильский р-н, Сыганак 17
1200000,https://krisha.kz/a/show/762187333,4,120.0,12,Есильский р-н, Наркескен 3/1
1200000,https://krisha.kz/a/show/1000126363,4,130.0,12,Есильский р-н, Наркескен
1200000,https://krisha.kz/a/show/696692420,5,250.0,6,Алматы р-н, Шамши Калдаяков 8 — Тауелсыздик
1200000,https://krisha.kz/a/show/761519309,4,140.0,4,Есильский р-н, Сарайшык 4 — Кунаева
1200000,https://krisha.kz/a/show/697990891,5,253.0,17,Алматы р-н, Кошкарбаева 8
1200000,https://krisha.kz/a/show/699366265,4,201.0,12,Алматы р-н, Тауелсиздик 33
1200000,https://krisha.kz/a/show/56647206,7,290.0,21,Алматы р-н, проспект Рахимжана Кошкарбаева 8 — Ахмета Байтурсынова
1200000,https://krisha.kz/a/show/673104402,5,213.0,11,Алматы р-н, Ахмета Байтурсынова 9блокF3 — проспект Тауелсиздик
1200000,https://krisha.kz/a/show/48580571,4,160.0,14,Есильский р-н, проспект Туран 37/9 — Сыганак
1150000,https://krisha.kz/a/show/684474825,5,200.0,10,р-н Байконур, Мамбетова 10 — Ресторан Турфан .набережная. памятник Кенесары Хана.Арбат
1100000,https://krisha.kz/a/show/693615188,4,200.0,2,Алматы р-н, Калдаякова 15
1100000,https://krisha.kz/a/show/692984199,4,155.0,6,Нура р-н, Сыганак 17
1100000,https://krisha.kz/a/show/692435023,3,150.0,6,Есильский р-н, Туран 5
1100000,https://krisha.kz/a/show/699360731,3,135.0,15,Есильский р-н, Достык 1/1
1100000,https://krisha.kz/a/show/687624343,4,180.0,5,Есильский р-н, мкр Шубар
1100000,https://krisha.kz/a/show/761538818,4,130.0,5,Есильский р-н, Кабанбай батыра 56
1100000,https://krisha.kz/a/show/762354908,4,170.0,5,Есильский р-н, Кабанбай Батыра 13
1100000,https://krisha.kz/a/show/761982645,2,109.35,0,Есильский р-н, мкр Шубар
1100000,https://krisha.kz/a/show/676824882,4,240.0,3,Алматы р-н, Шарля де Голля 5
1100000,https://krisha.kz/a/show/698854665,4,215.0,24,Алматы р-н, Байтурсынова 9
1100000,https://krisha.kz/a/show/698318509,3,130.0,6,Есильский р-н, Туран 22/1
1100000,https://krisha.kz/a/show/697768432,3,145.0,9,Есильский р-н, Туран 3/2
1100000,https://krisha.kz/a/show/688657125,4,180.0,16,Алматы р-н, Байтурсынова 9 — Пирамида
1100000,https://krisha.kz/a/show/699197757,3,140.0,3,Есильский р-н, Кабанбай батыра 2/7 — Перед набережной реки Ишим (Есиль)
1100000,https://krisha.kz/a/show/760872933,4,160.0,12,Алматы р-н, Байтурсынова 10
1100000,https://krisha.kz/a/show/698432944,2,75.0,7,Есильский р-н, Сарайшык 34а
1100000,https://krisha.kz/a/show/699427505,4,203.0,15,Алматы р-н, Байтурсынова 9
1100000,https://krisha.kz/a/show/691535711,3,124.0,12,Есильский р-н, Кайым Мухамедханов 1/3
1100000,https://krisha.kz/a/show/699124600,3,135.0,6,Нура р-н, Кабанбай Батыра 13
1100000,https://krisha.kz/a/show/761271528,3,90.0,15,Есильский р-н, Акмешит 1
1100000,https://krisha.kz/a/show/699880942,7,295.0,9,Нура р-н, E 246 9
1000000,https://krisha.kz/a/show/693771277,4,180.0,14,Есильский р-н, Туран 37/9
1000000,https://krisha.kz/a/show/697173907,4,225.0,8,Есильский р-н, Достык 13 — Дом Минестерств
1000000,https://krisha.kz/a/show/761355632,3,70.0,5,Есильский р-н, Сарайшык 6 — Кунаева
1000000,https://krisha.kz/a/show/693554724,4,170.0,17,Алматы р-н, Байтурсынова 9
1000000,https://krisha.kz/a/show/696123535,3,110.0,7,Есильский р-н, Е-899 1/1
1000000,https://krisha.kz/a/show/691929050,3,110.0,14,Есильский р-н, Гейдара Алиева 2
1000000,https://krisha.kz/a/show/692136470,3,126.0,14,Есильский р-н, Кайым Мухамедханов 1/3
1000000,https://krisha.kz/a/show/697750634,3,112.0,3,Есильский р-н, Сарайшык 4 — Кунаева
1000000,https://krisha.kz/a/show/761362452,4,225.0,6,Алматы р-н, Ахмета Байтурсынова 5
1000000,https://krisha.kz/a/show/693761653,3,98.0,12,Есильский р-н, Сарайшык 4
1000000,https://krisha.kz/a/show/698126913,2,103.0,18,Есильский р-н, Сарайшык 2 — Кунаева
1000000,https://krisha.kz/a/show/699768609,4,120.0,3,Нура р-н, Комсомольский 11
1000000,https://krisha.kz/a/show/695233015,3,130.0,4,Есильский р-н, Туран 22/1
1000000,https://krisha.kz/a/show/688858012,4,175.0,10,Есильский р-н, Кайым Мухамедханова 11/1
1000000,https://krisha.kz/a/show/55056934,4,178.0,8,Алматы р-н, проспект Рахимжана Кошкарбаева 10 — проспект Тауелсыздык
1000000,https://krisha.kz/a/show/692978101,3,120.0,5,Есильский р-н, Туран 22/1
1000000,https://krisha.kz/a/show/698319522,4,180.0,10,Есильский р-н, Наркескен 1
1000000,https://krisha.kz/a/show/698944069,4,120.0,3,Есильский р-н, мкр Комсомольский
1000000,https://krisha.kz/a/show/1000136955,2,75.0,4,Есильский р-н, Сарайшык 2 — Кунаева
1000000,https://krisha.kz/a/show/681784643,4,160.0,0,Есильский р-н, Бухар Жырау 34
1000000,https://krisha.kz/a/show/698319820,6,240.0,4,Есильский р-н, Табыс 12
1000000,https://krisha.kz/a/show/676639242,4,186.0,10,Есильский р-н, Сыганак 17В
1000000,https://krisha.kz/a/show/678989625,5,265.0,13,Алматы р-н, Байтурсынова 1
1000000,https://krisha.kz/a/show/698319981,4,200.0,14,Есильский р-н, Е-10 17л
1000000,https://krisha.kz/a/show/699787645,3,140.0,3,Есильский р-н, Кабанбай батыра 2/7
1000000,https://krisha.kz/a/show/698648935,3,120.0,7,Есильский р-н, Достык 1
1000000,https://krisha.kz/a/show/678386574,4,177.0,7,Алматы р-н, проспект Рахимжана Кошкарбаева 8
1000000,https://krisha.kz/a/show/697652761,4,200.0,15,Алматы р-н, Байтурсынова 5
1000000,https://krisha.kz/a/show/761793945,2,76.0,18,Есильский р-н, Достык 1
1000000,https://krisha.kz/a/show/698319297,4,160.0,12,Есильский р-н, Туран 39а
1000000,https://krisha.kz/a/show/678975717,4,180.0,18,Алматы р-н, Байтурсынова 9
1000000,https://krisha.kz/a/show/697929912,3,124.0,18,Есильский р-н, Кайым Мухамедханов 1/1
1000000,https://krisha.kz/a/show/699362666,3,90.0,14,Есильский р-н, Сарайшык 34а
1000000,https://krisha.kz/a/show/691928856,3,110.0,8,Есильский р-н, Улы дала 5/2
1000000,https://krisha.kz/a/show/688643350,3,135.0,7,Есильский р-н, проспект Туран 22/1
1000000,https://krisha.kz/a/show/695186194,5,270.0,5,Есильский р-н, Алихан Бокейхан 14
1000000,https://krisha.kz/a/show/692975958,4,190.0,5,Есильский р-н, Кабанбай батыра 9/6
1000000,https://krisha.kz/a/show/29807394,4,180.0,14,Алматы р-н, Ахмета Байтурсынова 9
1000000,https://krisha.kz/a/show/695168663,4,170.0,5,Есильский р-н, Акмешит 19
1000000,https://krisha.kz/a/show/693761611,4,127.0,9,Есильский р-н, Туран
1000000,https://krisha.kz/a/show/691592723,4,150.0,12,Есильский р-н, Сыганак 17У
1000000,https://krisha.kz/a/show/760747720,4,225.0,6,Сарайшык р-н, Байтурсынова 5
1000000,https://krisha.kz/a/show/1000127375,4,225.0,6,Сарайшык р-н, Ахмета Байтурсынова 5
1000000,https://krisha.kz/a/show/691592723,4,150.0,12,Есильский р-н, Сыганак 17У
1000000,https://krisha.kz/a/show/696836046,5,210.0,11,Алматы р-н, Байтурсынова 9
1000000,https://krisha.kz/a/show/691587638,3,160.0,6,Есильский р-н, Мәңгілік Ел 29
1000000,https://krisha.kz/a/show/762161570,3,100.0,17,Есильский р-н, Сарайшык 2 — Кунаева
1000000,https://krisha.kz/a/show/685904391,5,200.0,21,Есильский р-н, Туран 37/9
1000000,https://krisha.kz/a/show/692136407,3,130.0,14,Есильский р-н, Акмешит 9
1000000,https://krisha.kz/a/show/698883501,4,210.0,6,Есильский р-н, Арай 49 — Сарыйшык
1000000,https://krisha.kz/a/show/695667221,3,144.0,8,Есильский р-н, Баглан 5
1000000,https://krisha.kz/a/show/760626364,3,140.0,5,Есильский р-н, Бухар жырау 20
1000000,https://krisha.kz/a/show/698430096,2,78.0,9,Есильский р-н, Сарайшык 34а — Сарайшык
1000000,https://krisha.kz/a/show/694587630,4,220.0,15,Алматы р-н, Тауелсиздик 33
1000000,https://krisha.kz/a/show/696998133,4,150.0,6,Есильский р-н, Кабанбай Батыра 13
1000000,https://krisha.kz/a/show/28431206,5,250.0,8,Алматы р-н, проспект Рахимжана Кошкарбаева 8
1000000,https://krisha.kz/a/show/760173613,5,220.0,6,Есильский р-н, мкр Шубар
1000000,https://krisha.kz/a/show/695065496,3,120.0,7,Нура р-н, Кайым Мухамедханов 1
1000000,https://krisha.kz/a/show/694536610,3,107.0,13,Есильский р-н, Достык 1а
